Location,Status,URL,Address,Utilities,Bathroom,Bedroom,Rent_USD
"39 Roehampton Avenue #2705, Toronto, ON M4P 0G1",,https://www.zumper.com/address/39-roehampton-ave-toronto-on-m4p-0g1-can,"39 Roehampton Avenue #2705, Toronto, ON M4P 0G1","On Site Laundry,Business Center,Central Heat",2 baths,2 beds,"$2,900"
"30 Inn On The Park Drive #08, Toronto, ON M3C 0P7",,https://www.zumper.com/address/30-inn-on-the-park-dr-toronto-on-m3c-0p7-can,"30 Inn On The Park Drive #08, Toronto, ON M3C 0P7","In Unit Laundry,Balcony,Residents Lounge",2 baths,2 beds,"$2,900"
"630 Greenwood Avenue #505, Toronto, ON M4J 4B2",,https://www.zumper.com/address/630-greenwood-ave-toronto-on-m4j-4b2-can,"630 Greenwood Avenue #505, Toronto, ON M4J 4B2","Outdoor Space,Walk In Closets,Air Conditioning",2 baths,2 beds,"$2,900"
"251 Manitoba Street #1210, Toronto, ON M8Y 0C7",,https://www.zumper.com/address/251-manitoba-st-toronto-on-m8y-0c7-can,"251 Manitoba Street #1210, Toronto, ON M8Y 0C7","Dishwasher,Garage Parking,Concierge Service",2 baths,2 beds,"$2,900"
"133 Wynford Drive #507, Toronto, ON M3C 0J5",,https://www.zumper.com/address/133-wynford-dr-toronto-on-m3c-0j5-can,"133 Wynford Drive #507, Toronto, ON M3C 0J5","Residents Lounge,Wheelchair Accessible,Controlled Access",2 baths,2 beds,"$2,900"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=3,"2212 Lake Shore Boulevard West #2806, Toronto, ON M8V 0C2","Onsite Management,Fitness Center,In Unit Laundry",2 baths,2 beds,"$2,900"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=3,"55 Cooper Street #7105, Toronto, ON M5E 0G1","Business Center,Fitness Center,Balcony",2 baths,2 beds,"$2,900"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=3,"31 Tippett Rd, Toronto, ON M3H 0C8","Elevator,Concierge Service,Air Conditioning",2 baths,2 beds,"$2,900"
"70 Town Centre Court #1707, Toronto, ON M1P 0B2",,https://www.zumper.com/address/70-town-ctr-ct-toronto-on-m1p-0b2-can,"70 Town Centre Court #1707, Toronto, ON M1P 0B2","Garage Parking,Central Heat,Assigned Parking",2 baths,2 beds,"$2,900"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=3,"2 Sonic way #1102, Toronto, ON M3C 0P2","Garage Parking,Residents Lounge,High Ceilings",2 baths,2 beds,"$2,900"
"5 Concorde Place, Toronto, ON M3C 3M8",,https://www.zumper.com/address/5-concorde-pl-toronto-on-m3c-3r8-can,"5 Concorde Place, Toronto, ON M3C 3M8","In Unit Laundry,Fitness Center,Outdoor Space",2 baths,2 beds,"$2,900"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=3,"5 Concorde Place #205, Toronto, ON M3C 3M8","Air Conditioning,Storage,High Ceilings",2 baths,2 beds,"$2,900"
"121 McMahon Drive, Toronto, ON M2K 0C1",,https://www.zumper.com/address/121-mcmahon-dr-toronto-on-m2k-0c1-can,"121 McMahon Drive, Toronto, ON M2K 0C1","Controlled Access,Garage Parking,Air Conditioning",2 baths,2 beds,"$2,900"
"2055 Danforth Avenue, Toronto, ON M4C 1J8",,https://www.zumper.com/address/2055-danforth-ave-toronto-on-m4c-1j8-can,"2055 Danforth Avenue, Toronto, ON M4C 1J8","Fitness Center,High Ceilings,In Unit Laundry",2 baths,2 beds,"$2,900"
"99 The Donway West, Toronto, ON M3C 0N8",,https://www.zumper.com/address/99-the-donway-w-toronto-on-m3c-0g4-can,"99 The Donway West, Toronto, ON M3C 0N8","On Site Laundry,Elevator,Air Conditioning",2 baths,2 beds,"$2,900"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=3,"25 Baseball Place, Toronto, ON M4M 0E7","Residents Lounge,Onsite Management,Balcony",2 baths,2 beds,"$2,900"
"449 Danforth Ave #2ndFL, Toronto, ON M4K 1P1",,https://www.zumper.com/address/449-danforth-ave-toronto-on-m4k-1p1-can,"449 Danforth Ave #2ndFL, Toronto, ON M4K 1P1","On Site Laundry,In Unit Laundry,Air Conditioning",2 baths,2 beds,"$2,900"
"15 Mercer St #501, Toronto, ON M5V 0T8",,https://www.zumper.com/address/15-mercer-st-toronto-on-m5v-0t8-can,"15 Mercer St #501, Toronto, ON M5V 0T8","Residents Lounge,Air Conditioning,Fitness Center",2 baths,2 beds,"$2,900"
"39 Roehampton Avenue #2807, Toronto, ON M4P 0G1",,https://www.zumper.com/address/39-roehampton-ave-toronto-on-m4p-0g1-can,"39 Roehampton Avenue #2807, Toronto, ON M4P 0G1","Air Conditioning,Elevator,High Ceilings",2 baths,2 beds,"$2,900"
The Campbell,Very good,https://www.zumper.com/apartment-buildings/p860259/the-campbell-junction-triangle-toronto-on,"299 Campbell Ave, Toronto, ON M6P 0C2","Fitness Center,Onsite Management,Storage",2 baths,2–3 beds,"$2,929–$4,858"
"118 Finch Ave W #36, Toronto, ON M2N 7G2",,https://www.zumper.com/address/118-finch-ave-w-toronto-on-m2n-7g2-can,"118 Finch Ave W #36, Toronto, ON M2N 7G2","Assigned Parking,Dishwasher,In Unit Laundry",2 baths,2 beds,"$2,940"
Tailor Condos,Excellent,https://www.zumper.com/apartment-buildings/p949867/tailor-condos-stonegate-queensway-toronto-on,"1195 The Queensway ##204, Toronto, ON M8Z 1R6","In Unit Laundry,Package Service,Balcony",2 baths,2 beds,"$2,950–$3,050"
John Best Living : Retirement Residences,Very good,https://www.zumper.com/apartment-buildings/p962509/john-best-living-retirement-residences-weston-toronto-on,"16 John Best Ave, Toronto, ON M9N 1C3","$2,950–$3,320",2 baths,2 beds,"$2,950–$3,320"
"35 Mercer Street #1716, Toronto, ON M5V 1H2",,https://www.zumper.com/address/35-mercer-st-toronto-on-m5v-1h2-can,"35 Mercer Street #1716, Toronto, ON M5V 1H2","Elevator,In Unit Laundry,Air Conditioning",2 baths,2 beds,"$2,950"
"5795 Yonge Street ##701, Toronto, ON M2M 4J3",,https://www.zumper.com/address/5795-yonge-st-toronto-on-m2m-4j3-can,"5795 Yonge Street ##701, Toronto, ON M2M 4J3","Elevator,Concierge Service,Swimming Pool",2 baths,2 beds,"$2,950"
Whitehaus Condos #5187,,https://www.zumper.com/apartment-buildings/p288770/yonge-eglinton-apartments-north-toronto-toronto-on,"33 Helendale Ave, Toronto, ON M4R 0A4","Concierge Service,Residents Lounge,Fitness Center",2 baths,2 beds,"$2,950"
"Yonge St & Eglinton Ave E #2010, Toronto, ON M4S 3C2",,https://www.zumper.com/apartments-for-rent/56290890/2-bedroom-chaplin-estates-toronto-on,"Yonge St & Eglinton Ave E #2010, Toronto, ON M4S 3C2","In Unit Laundry,Central Heat,Air Conditioning",2 baths,2 beds,"$3,150,$2,950,Price drop"
"36 Zorra Street #2607, Toronto, ON M8Z 0G5",,https://www.zumper.com/address/36-zorra-st-toronto-on-m8z-0g5-can,"36 Zorra Street #2607, Toronto, ON M8Z 0G5","In Unit Laundry,Garden,Central Heat",2 baths,2 beds,"$2,950"
"3233 Eglinton Ave E, Toronto, ON M1J 3N6",,https://www.zumper.com/address/3233-eglinton-ave-e-toronto-on-m1j-3n6-can,"3233 Eglinton Ave E, Toronto, ON M1J 3N6","Swimming Pool,Onsite Management,Balcony",2 baths,2 beds,"$2,950"
"1151 A Davenport Road #Upper, Toronto, ON M6H 2G4",,https://www.zumper.com/address/1151-a-davenport-rd-toronto-on-m6h-2g4-can,"1151 A Davenport Road #Upper, Toronto, ON M6H 2G4","Air Conditioning,High Ceilings,Balcony",2 baths,2 beds,"$2,950"
"38 Widmer Street #1105, Toronto, ON M5V 2E9",,https://www.zumper.com/address/38-widmer-st-toronto-on-m5v-2e9-can,"38 Widmer Street #1105, Toronto, ON M5V 2E9","Central Heat,Fitness Center,Garden",2 baths,2 beds,"$2,950"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=3,"55 Cooper Street #2601, Toronto, ON M5E 0G1","Roof Deck,Outdoor Space,Swimming Pool",2 baths,2 beds,"$2,950"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=3,"30 Baseball Pl #429, Toronto, ON M4M 0E8","Elevator,Residents Lounge,Balcony",2 baths,2 beds,"$2,950"
"133 Wynford Drive, Toronto, ON M3C 0J5",,https://www.zumper.com/address/133-wynford-dr-toronto-on-m3c-0j5-can,"133 Wynford Drive, Toronto, ON M3C 0J5","Concierge Service,Outdoor Space,Air Conditioning",2 baths,2 beds,"$2,950"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=3,"8 Trent Avenue, Toronto, ON M4C 0A6","Elevator,Balcony,Garage Parking",2 baths,2 beds,"$2,950"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=3,"9 Greenbriar Road, Toronto, ON M2K 1H4","Garage Parking,Balcony,Air Conditioning",2 baths,2 beds,"$2,950"
"8 Pemberton Avenue #lph08, Toronto, ON M2M 4K8",,https://www.zumper.com/address/8-pemberton-ave-toronto-on-m2m-4k8-can,"8 Pemberton Avenue #lph08, Toronto, ON M2M 4K8","Controlled Access,Central Heat,Elevator",2 baths,2 beds,"$2,950"
"150 Logan Avenue, Toronto, ON M4M 0E4",,https://www.zumper.com/address/150-logan-ave-toronto-on-m4m-1c5-can,"150 Logan Avenue, Toronto, ON M4M 0E4","Fitness Center,High Ceilings,On Site Laundry",2 baths,2 beds,"$2,950"
"Beatrice St, Toronto, ON M6J 2T2",,https://www.zumper.com/address/41-beatrice-st-toronto-on-m6j-2t2-can,"Beatrice St, Toronto, ON M6J 2T2","Central Heat,Walk In Closets,Air Conditioning",2 baths,2 beds,"$2,950"
"35 Mercer Street #1613, Toronto, ON M5V 1H2",,https://www.zumper.com/address/35-mercer-st-toronto-on-m5v-1h2-can,"35 Mercer Street #1613, Toronto, ON M5V 1H2","Residents Lounge,Controlled Access,Outdoor Space",2 baths,2 beds,"$2,950"
"224 Old Weston Road, Toronto, ON M6N 3A4",,https://www.zumper.com/address/224-old-weston-rd-toronto-on-m6n-3a4-can,"224 Old Weston Road, Toronto, ON M6N 3A4","In Unit Laundry,Dishwasher,Central Heat",2 baths,2 beds,"$2,950"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=4,"51 East Liberty Street #1506, Toronto, ON M6K 3P8","Central Heat,Package Service,Fitness Center",2 baths,2 beds,"$2,950"
"11 Island Rd #50, Toronto, ON M1C 0E4",,https://www.zumper.com/address/11-i-rd-toronto-on-m1c-0e4-can,"11 Island Rd #50, Toronto, ON M1C 0E4","$2,950",2 baths,3 beds,"$2,950"
"33 Helendale Avenue #913, Toronto, ON M4R 0A4",,https://www.zumper.com/address/33-helendale-ave-toronto-on-m4r-0a4-can,"33 Helendale Avenue #913, Toronto, ON M4R 0A4","Fitness Center,Balcony,On Site Laundry",2 baths,2 beds,"$2,950"
Parkside Square,Excellent,https://www.zumper.com/apartment-buildings/p399412/parkside-square-henry-farm-toronto-on,"55 Smooth Rose Crt, Toronto, ON M2J 0G7","Fireplace,Storage,Fitness Center",2 baths,2–3 beds,"$2,971–$3,745"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=4,"185 Roehampton Ave Ste 1801, Toronto, ON M4P 1R4","Air Conditioning,In Unit Laundry,Onsite Management",2 baths,2 beds,"$2,975"
"185 Roehampton Avenue #2803, Toronto, ON M4P 0C6",,https://www.zumper.com/address/185-roehampton-ave-toronto-on-m4p-0c6-can,"185 Roehampton Avenue #2803, Toronto, ON M4P 0C6","Residents Lounge,Elevator,Storage",2 baths,2 beds,"$2,975"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=4,"31 Tippett Road #251, Toronto, ON M3H 0C8","Air Conditioning,Assigned Parking,Roof Deck",2 baths,2 beds,"$2,975"
The Stack,Very good,https://www.zumper.com/apartment-buildings/p674925/the-stack-davisville-village-toronto-on,"730 Hillsdale Ave E, Toronto, ON M4S 0C9","Storage,Elevator,Balcony",2 baths,2 beds,"$2,980–$3,350"
"165 Legion Road North #2130, Toronto, ON M8Y 0B3",,https://www.zumper.com/address/165-legion-rd-n-toronto-on-m8y-0b3-can,"165 Legion Road North #2130, Toronto, ON M8Y 0B3","Elevator,Outdoor Space,Fitness Center",2 baths,2 beds,"$2,980"
"560 King Street West #803, Toronto, ON M5V 0L5",,https://www.zumper.com/address/560-king-st-w-toronto-on-m5v-0l5-can,"560 King Street West #803, Toronto, ON M5V 0L5","Package Service,Assigned Parking,Dishwasher",2 baths,2 beds,"$2,989"
"Major Street, Toronto, ON M5S 2K9",,https://www.zumper.com/apartments-for-rent/56283847/2-bedroom-south-annex-toronto-on,"Major Street, Toronto, ON M5S 2K9","$3,299,$2,990,Price drop",2 baths,2 beds,"$3,299,$2,990,Price drop"
"20 Edgecliff Golfway, Toronto, ON M3C 3A4",,https://www.zumper.com/address/20-edgecliff-golfway-toronto-on-m3c-3a4-can,"20 Edgecliff Golfway, Toronto, ON M3C 3A4","Central Heat,Onsite Management,Outdoor Space",2 baths,2 beds,"$2,990"
"815-7 Lorraine Dr, North York, Ontario M2N 7H2",Excellent,https://www.zumper.com/apartment-buildings/p334753/815-7-lorraine-dr-north-york-ontario-m2n-7h2-willowdale-toronto-on,"7 Lorraine Dr, Toronto, ON M2N 7H2","Central Heat,Storage,Garage Parking",2 baths,2 beds,"$2,995"
"861 Sheppard Ave W Ste 2 #Ste 2, Toronto, ON M3H None",,https://www.zumper.com/address/861-sheppard-ave-w-toronto-on-m3h-none-can,"861 Sheppard Ave W Ste 2 #Ste 2, Toronto, ON M3H None","On Site Laundry,In Unit Laundry,Dishwasher",2 baths,2 beds,"$2,995"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=4,"5 Soudan Ave #1008, Toronto, ON M4S 0B1","High Ceilings,Outdoor Space,Storage",2 baths,2 beds,"$2,995"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=4,"140 Simcoe Street #513, Toronto, ON M5H 4E9","Fitness Center,Business Center,Garage Parking",2 baths,2 beds,"$2,995"
"665 Queen Street East, Toronto, ON M4M 1G4",,https://www.zumper.com/address/665-queen-st-e-toronto-on-m4m-1g4-can,"665 Queen Street East, Toronto, ON M4M 1G4","Storage,Outdoor Space,Swimming Pool",2 baths,2 beds,"$2,995"
"195 Wynford Drive, Toronto, ON M3C 3P3",,https://www.zumper.com/address/195-wynford-dr-toronto-on-m3c-3p3-can,"195 Wynford Drive, Toronto, ON M3C 3P3","Hardwood Floor,In Unit Laundry,Assigned Parking",2 baths,2 beds,"$2,995"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=4,"46 Western Battery Road, Toronto, ON M6K 3P1","Balcony,Hardwood Floor,Central Heat",2 baths,2 beds,"$2,999"
"133 Torresdale Avenue, Toronto, ON M2R 3T2",,https://www.zumper.com/address/133-torresdale-ave-toronto-on-m2r-3t2-can,"133 Torresdale Avenue, Toronto, ON M2R 3T2","Garage Parking,Hardwood Floor,In Unit Laundry",2 baths,2 beds,"$2,999"
Nuvo I - 35 Viking #6362,Excellent,https://www.zumper.com/apartment-buildings/p300205/nuvo-i-35-viking-6362-stonegate-queensway-toronto-on,"35 Viking Lane, Toronto, ON M9B 0A2","Concierge Service,Residents Lounge,Swimming Pool",2 baths,2 beds,"$3,000"
77 Davisville Avenue,Excellent,https://www.zumper.com/apartment-buildings/p213513/77-davisville-avenue-davisville-village-toronto-on,"77 Davisville Ave, Toronto, ON M4S 1G4","Hardwood Floor,Swimming Pool,Elevator",2 baths,2 beds,"$3,000–$3,300"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=4,"50 Ordnance St #612, Toronto, ON M6K 0C9","Elevator,Residents Lounge,Fitness Center",2 baths,2 beds,"$3,000"
"100 Dalhousie Street #2704, Toronto, ON M5B 0C7",,https://www.zumper.com/address/100-dalhousie-st-toronto-on-m5b-0c7-can,"100 Dalhousie Street #2704, Toronto, ON M5B 0C7","Air Conditioning,Central Heat,Assigned Parking",2 baths,2 beds,"$3,000"
"15 Queens Quay West, Toronto, ON M5J 2V7",,https://www.zumper.com/address/15-queens-qy-w-toronto-on-m5j-2v7-can,"15 Queens Quay West, Toronto, ON M5J 2V7","Air Conditioning,Dishwasher,In Unit Laundry",2 baths,2 beds,"$3,000"
"Jarvis St & Shuter St #1513, Toronto, ON M5B 0B8",,https://www.zumper.com/apartments-for-rent/56433297/2-bedroom-garden-district-toronto-on,"Jarvis St & Shuter St #1513, Toronto, ON M5B 0B8","Central Heat,Air Conditioning,In Unit Laundry",2 baths,2 beds,"$3,000"
"40 Widdicombe Hill Blvd, Toronto, ON M9R 3K3",,https://www.zumper.com/address/40-widdicombe-hl-blvd-toronto-on-m9r-3k3-can,"40 Widdicombe Hill Blvd, Toronto, ON M9R 3K3","In Unit Laundry,Hardwood Floor,Dishwasher",2 baths,2 beds,"$3,000"
"251 Manitoba Street #16, Toronto, ON M8Y 0C7",,https://www.zumper.com/address/251-manitoba-st-toronto-on-m8y-0c7-can,"251 Manitoba Street #16, Toronto, ON M8Y 0C7","Garage Parking,Walk In Closets,Hardwood Floor",2 baths,2 beds,"$3,000"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=4,"1 Bloor St E #2607, Toronto, ON M4W 0A8","Concierge Service,Assigned Parking,Elevator",2 baths,2 beds,"$4,300,$3,000,Price drop"
5 Romar Crescent,Very good,https://www.zumper.com/apartment-buildings/p1047668/5-romar-crescent-glen-park-toronto-on,"5 Romar Cres, Toronto, ON M6B 1R7","$3,000",2 baths,3 beds,"$3,000"
"2221 Yonge Street #3702, Toronto, ON M4S 0B8",,https://www.zumper.com/address/2221-yonge-st-toronto-on-m4s-0b8-can,"2221 Yonge Street #3702, Toronto, ON M4S 0B8","In Unit Laundry,Fitness Center,Air Conditioning",2 baths,2 beds,"$3,150,$3,000,Price drop"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=4,"2 Sonic way #1610, Toronto, ON M3C 0P2","Hardwood Floor,Storage,Residents Lounge",2 baths,2 beds,"$3,100,$3,000,Price drop"
"665 Queen Street East #309, Toronto, ON M4M 1G4",,https://www.zumper.com/address/665-queen-st-e-toronto-on-m4m-1g4-can,"665 Queen Street East #309, Toronto, ON M4M 1G4","Residents Lounge,Air Conditioning,Garden",2 baths,2 beds,"$3,000"
"399 Spring Garden Avenue #506, Toronto, ON M2N 3H6",,https://www.zumper.com/address/399-spg-gdn-ave-toronto-on-m2n-3h6-can,"399 Spring Garden Avenue #506, Toronto, ON M2N 3H6","Onsite Management,Roof Deck,Garden",2 baths,2 beds,"$3,000"
"16 Brookers Lane #809, Toronto, ON M8V 0A5",,https://www.zumper.com/address/16-brookers-ln-toronto-on-m8v-0a5-can,"16 Brookers Lane #809, Toronto, ON M8V 0A5","$3,000",2 baths,2 beds,"$3,000"
"511 The West Mall #203, Toronto, ON M9C 1G5",,https://www.zumper.com/address/511-the-w-ml-toronto-on-m9c-1g5-can,"511 The West Mall #203, Toronto, ON M9C 1G5","Garage Parking,Swimming Pool,On Site Laundry",2 baths,3 beds,"$3,000"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=4,"7 King Street East #1011, Toronto, ON M5C 3C5","Dishwasher,Elevator,In Unit Laundry",2 baths,2 beds,"$3,000"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=4,"55 Cooper Street #2301, Toronto, ON M5E 0G1","Outdoor Space,Fitness Center,Business Center",2 baths,2 beds,"$3,000"
"108 Peter Street #2710, Toronto, ON M5V 2G7",,https://www.zumper.com/address/108-peter-st-toronto-on-m5v-2g7-can,"108 Peter Street #2710, Toronto, ON M5V 2G7","Controlled Access,Onsite Management,Package Service",2 baths,2 beds,"$3,000"
"214 McCaul St, Toronto, ON M5T 1W5",,https://www.zumper.com/address/214-mccaul-st-toronto-on-m5t-1w5-can,"214 McCaul St, Toronto, ON M5T 1W5","On Site Laundry,High Ceilings,Hardwood Floor",2 baths,2 beds,"$3,000"
"17 Ruddington Drive #202, Toronto, ON M2K 0A8",,https://www.zumper.com/address/17-ruddington-dr-toronto-on-m2k-0a8-can,"17 Ruddington Drive #202, Toronto, ON M2K 0A8","Walk In Closets,On Site Laundry,Balcony",2 baths,2 beds,"$3,000"
"133 Wynford Drive, Toronto, ON M3C 0J5",,https://www.zumper.com/apartments-for-rent/55866095/2-bedroom-victoria-park-village-toronto-on,"133 Wynford Drive, Toronto, ON M3C 0J5","Fitness Center,Central Heat,Swimming Pool",2 baths,2 beds,"$3,000"
"19 Barberry Place, Toronto, ON M2K 3E3",,https://www.zumper.com/address/19-barberry-pl-toronto-on-m2k-1g9-can,"19 Barberry Place, Toronto, ON M2K 3E3","Balcony,High Ceilings,Package Service",2 baths,2 beds,"$3,000"
"33 Singer Court, Toronto, ON M2K 0B3",,https://www.zumper.com/address/33-singer-ct-toronto-on-m2k-0b4-can,"33 Singer Court, Toronto, ON M2K 0B3","Swimming Pool,Balcony,Assigned Parking",2 baths,2 beds,"$3,000"
"1350 Kingston Road, Toronto, ON M1N 1C8",,https://www.zumper.com/address/1350-kingston-rd-scarborough-on-m1n-0b7-can,"1350 Kingston Road, Toronto, ON M1N 1C8","Assigned Parking,Garage Parking,Outdoor Space",2 baths,2 beds,"$3,000"
"60 Haslett Avenue, Toronto, ON M4L 3R2",,https://www.zumper.com/apartments-for-rent/55809787/2-bedroom-the-beaches-toronto-on,"60 Haslett Avenue, Toronto, ON M4L 3R2","Package Service,Concierge Service,Residents Lounge",2 baths,2 beds,"$3,000"
"150 Logan Avenue, Toronto, ON M4M 0E4",,https://www.zumper.com/address/150-logan-ave-toronto-on-m4m-1c5-can,"150 Logan Avenue, Toronto, ON M4M 0E4","Roof Deck,Elevator,Balcony",2 baths,2 beds,"$3,000"
"286 Main Street, Toronto, ON M4C 4X4",,https://www.zumper.com/address/286-main-st-toronto-on-m4c-4x4-can,"286 Main Street, Toronto, ON M4C 4X4","Residents Lounge,Elevator,Outdoor Space",2 baths,2 beds,"$3,000"
"120 Dallimore Circle, Toronto, ON M3C 4J1",,https://www.zumper.com/address/120-dallimore-cir-toronto-on-m3c-4c5-can,"120 Dallimore Circle, Toronto, ON M3C 4J1","Hardwood Floor,Concierge Service,Outdoor Space",2 baths,2 beds,"$3,000"
"150 Logan Avenue, Toronto, ON M4M 0E4",,https://www.zumper.com/address/150-logan-ave-toronto-on-m4m-1c5-can,"150 Logan Avenue, Toronto, ON M4M 0E4","High Ceilings,Central Heat,Air Conditioning",2 baths,2 beds,"$3,000"
"120 Dallimore Circle, Toronto, ON M3C 4J1",,https://www.zumper.com/address/120-dallimore-cir-toronto-on-m3c-4c5-can,"120 Dallimore Circle, Toronto, ON M3C 4J1","Hardwood Floor,Concierge Service,Outdoor Space",2 baths,2 beds,"$3,000"
"7 Concorde Place, Toronto, ON M3C 3N4",,https://www.zumper.com/address/7-concorde-pl-toronto-on-m3c-3n4-can,"7 Concorde Place, Toronto, ON M3C 3N4","Assigned Parking,Fitness Center,Outdoor Space",2 baths,2 beds,"$3,000"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=5,"181 Wynford Drive, Toronto, ON M3C 0C6","Package Service,High Ceilings,Elevator",2 baths,2 beds,"$3,000"
"160 Vanderhoof Avenue, Toronto, ON M4G 0B7",,https://www.zumper.com/address/160-vanderhoof-ave-toronto-on-m4g-0b7-can,"160 Vanderhoof Avenue, Toronto, ON M4G 0B7","Assigned Parking,Garage Parking,Concierge Service",2 baths,2 beds,"$3,000"
"85 McMahon Drive, Toronto, ON M2K 0H1",,https://www.zumper.com/address/85-mcmahon-dr-toronto-on-m2k-0h1-can,"85 McMahon Drive, Toronto, ON M2K 0H1","Swimming Pool,On Site Laundry,Storage",2 baths,2 beds,"$3,000"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=5,"6 Sonic way, Toronto, ON M3C 0P1","Outdoor Space,Onsite Management,Fitness Center",2 baths,3 beds,"$3,000"
"16 Dallimore Circle, Toronto, ON M3C 4C4",,https://www.zumper.com/address/16-dallimore-cir-toronto-on-m3c-4c4-can,"16 Dallimore Circle, Toronto, ON M3C 4C4","Air Conditioning,Central Heat,Dishwasher",2 baths,2 beds,"$3,000"
"45 Baseball Place, Toronto, ON M4M 0H1",,https://www.zumper.com/apartments-for-rent/55847476/2-bedroom-riverdale-toronto-on,"45 Baseball Place, Toronto, ON M4M 0H1","Dishwasher,Balcony,Assigned Parking",2 baths,2 beds,"$3,000"
"215 Sherway Gardens Road, Toronto, ON M9C 0A4",,https://www.zumper.com/address/215-sherway-gdn-rd-toronto-on-m9c-0a4-can,"215 Sherway Gardens Road, Toronto, ON M9C 0A4","Concierge Service,In Unit Laundry,Dishwasher",2 baths,2 beds,"$3,000"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=5,"14 York Street #1308, Toronto, ON M5J 0B1","Fitness Center,Dishwasher,Onsite Management",2 baths,2 beds,"$3,000"
"135 Lower Sherbourne Street #330, Toronto, ON M5A 1Y5",,https://www.zumper.com/address/135-lwr-sherbourne-st-toronto-on-m5a-1y5-can,"135 Lower Sherbourne Street #330, Toronto, ON M5A 1Y5","Business Center,On Site Laundry,Central Heat",2 baths,2 beds,"$3,000"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=5,"57 Brock Avenue #214, Toronto, ON M6K 0H3","Package Service,Storage,Hardwood Floor",2 baths,2 beds,"$3,000"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=5,"1926 Lake Shore Boulevard West, Toronto, ON M6S 1A1","Elevator,Balcony,Fitness Center",2 baths,3 beds,"$3,000"
"50 Power Street, Toronto, ON M5A 0V3",,https://www.zumper.com/address/50-power-st-toronto-on-m5a-3a6-can,"50 Power Street, Toronto, ON M5A 0V3","Elevator,Residents Lounge,Wheelchair Accessible",2 baths,2 beds,"$3,000"
"741 Sheppard Avenue West #706, Toronto, ON M3H 0C9",,https://www.zumper.com/address/741-sheppard-ave-w-toronto-on-m3h-0c9-can,"741 Sheppard Avenue West #706, Toronto, ON M3H 0C9","Storage,Elevator,Controlled Access",2 baths,2 beds,"$3,000"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=5,"783 Bathurst Street #427, Toronto, ON M5S 0A8","Air Conditioning,In Unit Laundry,Balcony",2 baths,2 beds,"$3,000"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=5,"McCowan Rd & Ellesmere Rd #2402, Toronto, ON M1P 0B1","Central Heat,Hardwood Floor,Controlled Access",2 baths,2 beds,"$3,000"
"95 Lake Shore Blvd E, Toronto, ON M5E 0B3",,https://www.zumper.com/address/95-lk-shr-blvd-e-toronto-on-m5e-0b3-can,"95 Lake Shore Blvd E, Toronto, ON M5E 0B3","In Unit Laundry,High Ceilings,$3,000",2 baths,2 beds,"$3,000"
,,https://www.zumper.com/apartments-for-rent/toronto-on/cheap?bathrooms-range=2&page=5,"525 Adelaide St W #306, Toronto, ON M5V 0N7","Hardwood Floor,Swimming Pool,Dishwasher",2 baths,2 beds,"$3,000"
